"","Suburb","%2015-2016","%2006-2016","Growth PA","year","price","type"
"2919","PAYNESVILLE","1","22","2.0","2009","275000","house"
"2920","PEARCEDALE","14","109","7.7","2009","328000","house"
"2921","PENSHURST","-20","58","4.7","2009","142500","house"
"2922","PIONEER BAY","-10","37","3.2","2009","184500","house"
"2923","PLENTY","-10","88","6.5","2009","715000","house"
"2924","POINT COOK","16","63","5.0","2009","400000","house"
"2925","POINT LONSDALE","-4","35","3.0","2009","555000","house"
"2926","POOWONG","35","79","6.0","2009","186500","house"
"2927","POREPUNKAH","2","19","1.7","2009","257500","house"
"2928","PORT ALBERT","10","8","0.8","2009","173500","house"
"2929","PORT FAIRY","6","58","4.7","2009","331500","house"
"2930","PORT MELBOURNE","6","105","7.5","2009","845000","house"
"2931","PORTARLINGTON","13","59","4.8","2009","347500","house"
"2932","PORTLAND","0","15","1.4","2009","195000","house"
"2933","PORTLAND NORTH","-12","181","10.9","2009","225000","house"
"2934","PORTSEA","-5","70","5.5","2009","1100000","house"
"2935","PRAHRAN","13","131","8.7","2009","879000","house"
"2936","PRESTON","10","137","9.0","2009","518000","house"
"2937","PRINCES HILL","32","161","10.1","2009","871000","house"
"2938","PYRAMID HILL","0","7","0.7","2009","101000","house"
"2939","QUARRY HILL","-8","43","3.7","2009","251500","house"
"2940","QUEENSCLIFF","14","68","5.4","2009","579500","house"
"2941","RAINBOW","-10","6","0.6","2009","69000","house"
"2942","RAVENHALL","6","18","1.6","2009","365000","house"
"2943","RAYMOND ISLAND","16","16","1.5","2009","242000","house"
"2944","RED CLIFFS","-6","4","0.4","2009","145000","house"
"2945","RED HILL","9","82","6.2","2009","519000","house"
"2946","REDAN","3","39","3.3","2009","197000","house"
"2947","RESEARCH","25","130","8.7","2009","536500","house"
"2948","RESERVOIR","15","132","8.8","2009","430000","house"
"2949","RHYLL","3","45","3.8","2009","400000","house"
"2950","RICHMOND","10","123","8.4","2009","726000","house"
"2951","RIDDELLS CREEK","2","71","5.5","2009","315000","house"
"2952","RINGWOOD","6","147","9.5","2009","455500","house"
"2953","RINGWOOD EAST","7","150","9.6","2009","442000","house"
"2954","RINGWOOD NORTH","7","113","7.9","2009","488500","house"
"2955","RIPPLESIDE","19","99","7.1","2009","390000","house"
"2956","RIPPONLEA","22","124","8.4","2009","775000","house"
"2957","ROBINVALE","-8","26","2.3","2009","186000","house"
"2958","ROCHESTER","3","34","3.0","2009","175000","house"
"2959","ROCKBANK","16","93","6.8","2009","215000","house"
"2960","ROMSEY","2","57","4.6","2009","309000","house"
"2961","ROSANNA","7","130","8.7","2009","586000","house"
"2962","ROSEBUD","14","89","6.5","2009","310000","house"
"2963","ROSEBUD SOUTH","7","89","6.5","2009","347500","house"
"2964","ROSEDALE","17","77","5.9","2009","165000","house"
"2965","ROWVILLE","9","115","8.0","2009","467500","house"
"2966","ROXBURGH PARK","8","57","4.6","2009","340000","house"
"2967","RUSHWORTH","19","47","3.9","2009","150000","house"
"2968","RUTHERGLEN","12","28","2.5","2009","176000","house"
"2969","RYE","13","93","6.8","2009","380000","house"
"2970","SAFETY BEACH","10","69","5.4","2009","409000","house"
"2971","SAILORS GULLY","-6","22","2.0","2009","192500","house"
"2972","SALE","-1","41","3.5","2009","250000","house"
"2973","SAN REMO","10","61","4.9","2009","362000","house"
"2974","SANCTUARY LAKES","-1","36","3.1","2009","455500","house"
"2975","SANDHURST","9","125","8.4","2009","353500","house"
"2976","SANDRINGHAM","18","117","8.1","2009","1032500","house"
"2977","SANDY POINT","-4","12","1.1","2009","300000","house"
"2978","SASSAFRAS","17","108","7.6","2009","427500","house"
"2979","SCORESBY","6","135","8.9","2009","396000","house"
"2980","SEA LAKE","-21","-11","-1.2","2009","65000","house"
"2981","SEABROOK","12","91","6.7","2009","350000","house"
"2982","SEAFORD","22","114","7.9","2009","355000","house"
"2983","SEAHOLME","8","109","7.7","2009","663000","house"
"2984","SEASPRAY","-27","35","3.0","2009","145000","house"
"2985","SEBASTOPOL","2","38","3.3","2009","212000","house"
"2986","SEDDON","12","148","9.5","2009","515000","house"
"2987","SELBY","12","76","5.8","2009","385000","house"
"2988","SEVILLE","13","99","7.1","2009","335500","house"
"2989","SEVILLE EAST","15","82","6.2","2009","317500","house"
"2990","SEYMOUR","7","30","2.6","2009","184000","house"
"2991","SHEPPARTON","5","12","1.2","2009","229000","house"
"2992","SHEPPARTON NORTH","1","0","NA","2009","128000","house"
"2993","SHOREHAM","-7","65","5.1","2009","692500","house"
"2994","SILVERLEAVES","-8","13","1.2","2009","390000","house"
"2995","SKENES CREEK","9","16","1.5","2009","450000","house"
"2996","SKIPTON","23","45","3.8","2009","110000","house"
"2997","SKYE","12","71","5.5","2009","330000","house"
"2998","SMITHS BEACH","7","73","5.6","2009","325000","house"
"2999","SOLDIERS HILL","21","68","5.4","2009","227500","house"
"3000","SOMERS","8","98","7.0","2009","495000","house"
"3001","SOMERVILLE","11","82","6.2","2009","326000","house"
"3002","SORRENTO","33","100","7.2","2009","680000","house"
"3003","SOUTH DUDLEY","26","78","6.0","2009","210500","house"
"3004","SOUTH GEELONG","9","60","4.8","2009","384500","house"
"3005","SOUTH KINGSVILLE","20","128","8.6","2009","509000","house"
"3006","SOUTH MELBOURNE","23","158","9.9","2009","918500","house"
"3007","SOUTH MORANG","11","53","4.3","2009","365000","house"
"3008","SOUTH YARRA","8","108","7.6","2009","1286500","house"
"3009","SPOTSWOOD","14","133","8.8","2009","507000","house"
"3010","SPRING GULLY","0","42","3.6","2009","296000","house"
"3011","SPRINGVALE","10","156","9.8","2009","408000","house"
"3012","SPRINGVALE SOUTH","12","133","8.8","2009","374000","house"
"3013","ST ALBANS","19","135","8.9","2009","310000","house"
"3014","ST ALBANS PARK","1","41","3.5","2009","268500","house"
"3015","ST ANDREWS BEACH","22","94","6.9","2009","522500","house"
"3016","ST ARNAUD","1","33","2.9","2009","125000","house"
"3017","ST HELENA","13","80","6.0","2009","490500","house"
"3018","ST KILDA","12","106","7.5","2009","825000","house"
"3019","ST KILDA EAST","18","153","9.7","2009","861000","house"
"3020","ST KILDA WEST","-13","69","5.4","2009","1360000","house"
"3021","ST LEONARDS","11","54","4.4","2009","285000","house"
"3022","STAWELL","-1","20","1.9","2009","145000","house"
"3023","STRATFORD","4","57","4.6","2009","230000","house"
"3024","STRATHDALE","8","76","5.8","2009","297500","house"
"3025","STRATHFIELDSAYE","4","49","4.0","2009","305000","house"
"3026","STRATHMERTON","-4","21","1.9","2009","150000","house"
"3027","STRATHMORE","14","123","8.3","2009","750000","house"
"3028","STRATHMORE HEIGHTS","15","132","8.8","2009","466500","house"
"3029","STUDFIELD","6","160","10.0","2009","430000","house"
"3030","SUNBURY","8","64","5.1","2009","297000","house"
"3031","SUNDERLAND BAY","25","42","3.6","2009","257000","house"
"3032","SUNNYCLIFFS","-4","-12","-1.2","2009","200000","house"
"3033","SUNSET STRIP","13","53","4.4","2009","250000","house"
"3034","SUNSHINE","28","185","11.1","2009","390000","house"
"3035","SUNSHINE NORTH","12","139","9.1","2009","360000","house"
"3036","SUNSHINE WEST","15","114","7.9","2009","344500","house"
"3037","SURF BEACH","17","64","5.1","2009","289000","house"
"3038","SURREY HILLS","2","150","9.6","2009","1012000","house"
"3039","SWAN HILL","6","25","2.3","2009","235500","house"
"3040","SYDENHAM","15","84","6.3","2009","370000","house"
"3041","SYNDAL","-6","192","11.3","2009","760000","house"
"3042","TALLANGATTA","-5","35","3.0","2009","181000","house"
"3043","TARNEIT","12","60","4.8","2009","325000","house"
"3044","TATURA","0","15","1.4","2009","194500","house"
"3045","TAWONGA SOUTH","16","40","3.4","2009","245000","house"
"3046","TAYLORS HILL","13","97","7.0","2009","375500","house"
"3047","TAYLORS LAKES","12","92","6.7","2009","420000","house"
"3048","TECOMA","18","113","7.9","2009","375000","house"
"3049","TEMPLESTOWE","8","129","8.6","2009","727500","house"
"3050","TEMPLESTOWE LOWER","4","150","9.6","2009","630000","house"
"3051","TENBY POINT","2","57","4.6","2009","226000","house"
"3052","TERANG","-27","-17","-1.8","2009","153500","house"
"3053","THE BASIN","7","108","7.6","2009","370000","house"
"3054","THE PATCH","10","78","5.9","2009","390000","house"
"3055","THOMASTOWN","12","88","6.5","2009","354500","house"
"3056","THOMSON (GEELONG)","6","67","5.2","2009","216000","house"
"3057","THORNBURY","17","146","9.4","2009","602500","house"
"3058","TIMBOON","-10","-17","-1.8","2009","202500","house"
"3059","TONGALA","30","34","3.0","2009","158500","house"
"3060","TOORA","-17","10","0.9","2009","155000","house"
"3061","TOORADIN","-13","55","4.5","2009","317000","house"
"3062","TOORAK","19","119","8.1","2009","2710000","house"
"3063","TOOTGAROOK","14","86","6.4","2009","315000","house"
"3064","TORQUAY","8","72","5.6","2009","475000","house"
"3065","TRAFALGAR","1","73","5.6","2009","216000","house"
"3066","TRARALGON","-1","39","3.4","2009","230000","house"
"3067","TRARALGON EAST","3","45","3.8","2009","380000","house"
"3068","TRAVANCORE","31","98","7.1","2009","640000","house"
"3069","TRENTHAM","6","88","6.5","2009","237500","house"
"3070","TRUGANINA","9","56","4.6","2009","325000","house"
"3071","TULLAMARINE","12","100","7.2","2009","380000","house"
"3072","TYABB","9","79","6.0","2009","292500","house"
"3073","TYLDEN","6","91","6.7","2009","215000","house"
"3074","UPPER FERNTREE GULLY","10","92","6.8","2009","350000","house"
"3075","UPWEY","13","91","6.7","2009","380500","house"
"3076","VENTNOR","1","56","4.6","2009","383500","house"
"3077","VENUS BAY","10","36","3.1","2009","238000","house"
"3078","VERMONT","5","150","9.6","2009","520000","house"
"3079","VERMONT SOUTH","8","147","9.5","2009","590000","house"
"3080","VIEWBANK","12","124","8.4","2009","524500","house"
"3081","VIOLET TOWN","21","61","4.9","2009","180000","house"
"3082","WAHGUNYAH","9","45","3.8","2009","190000","house"
"3083","WALLAN","2","41","3.5","2009","288000","house"
"3084","WALLAN EAST","13","56","4.5","2009","230000","house"
"3085","WANDANA HEIGHTS","0","46","3.9","2009","460000","house"
"3086","WANDILIGONG","-9","91","6.7","2009","264000","house"
"3087","WANDIN NORTH","3","94","6.8","2009","335000","house"
"3088","WANGARATTA","-1","26","2.3","2009","228500","house"
"3089","WANTIRNA","6","137","9.0","2009","455000","house"
"3090","WANTIRNA SOUTH","-1","133","8.8","2009","535000","house"
"3091","WARBURTON","13","59","4.8","2009","259000","house"
"3092","WARNEET","-1","58","4.7","2009","275000","house"
"3093","WARRACKNABEAL","11","44","3.7","2009","90000","house"
"3094","WARRAGUL","4","58","4.7","2009","247000","house"
"3095","WARRANDYTE","7","99","7.1","2009","575000","house"
"3096","WARRANWOOD","9","89","6.6","2009","553000","house"
"3097","WARRNAMBOOL","-3","19","1.7","2009","295000","house"
"3098","WATERWAYS","16","166","10.3","2009","535000","house"
"3099","WATSONIA","14","129","8.6","2009","431000","house"
"3100","WATSONIA NORTH","10","109","7.6","2009","435000","house"
"3101","WATTLE GLEN","2","64","5.1","2009","450000","house"
"3102","WAURN PONDS","4","52","4.3","2009","375000","house"
"3103","WEDDERBURN","26","32","2.8","2009","70000","house"
"3104","WEIR VIEWS","-3","NA","NA","2009","NA","house"
"3105","WENDOUREE","1","35","3.0","2009","205000","house"
"3106","WENDOUREE WEST","-12","34","2.9","2009","163500","house"
"3107","WERRIBEE","13","76","5.8","2009","263500","house"
"3108","WERRIBEE SOUTH","-20","67","5.3","2009","420000","house"
"3109","WESBURN","14","112","7.8","2009","278000","house"
"3110","WEST FOOTSCRAY","10","145","9.4","2009","478000","house"
"3111","WEST MELBOURNE","19","112","7.8","2009","762000","house"
"3112","WEST WODONGA","1","14","1.4","2009","265000","house"
"3113","WESTALL","6","123","8.4","2009","415000","house"
"3114","WESTGARTH","8","183","11.0","2009","765000","house"
"3115","WESTMEADOWS","8","88","6.5","2009","346000","house"
"3116","WHEELERS HILL","5","147","9.5","2009","615000","house"
"3117","WHITE HILLS","3","50","4.1","2009","220000","house"
"3118","WHITTINGTON","-4","51","4.2","2009","207500","house"
"3119","WHITTLESEA","12","58","4.7","2009","330000","house"
"3120","WILLIAMS LANDING","16","71","5.5","2009","355000","house"
"3121","WILLIAMSTOWN","12","107","7.5","2009","800000","house"
"3122","WILLIAMSTOWN NORTH","32","153","9.7","2009","500000","house"
"3123","WIMBLEDON HEIGHTS","3","42","3.6","2009","260000","house"
"3124","WINCHELSEA","2","27","2.4","2009","206000","house"
"3125","WINDSOR","33","148","9.5","2009","781500","house"
"3126","WINTER VALLEY","-1","23","2.1","2009","306000","house"
"3127","WODONGA","7","29","2.5","2009","240000","house"
"3128","WOLLERT","8","NA","NA","2009","403000","house"
"3129","WONGA PARK","9","85","6.3","2009","667000","house"
"3130","WONTHAGGI","2","34","3.0","2009","250000","house"
"3131","WOODEND","-3","49","4.1","2009","340000","house"
"3132","WOOLAMAI WATERS","10","56","4.6","2009","280000","house"
"3133","WOORI YALLOCK","8","86","6.4","2009","278000","house"
"3134","WURRUK","13","56","4.5","2009","223000","house"
"3135","WY YUNG","17","35","3.0","2009","269000","house"
"3136","WYCHEPROOF","-21","-18","-1.9","2009","115000","house"
"3137","WYNDHAM VALE","12","73","5.7","2009","261000","house"
"3138","YACKANDANDAH","31","45","3.8","2009","225000","house"
"3139","YALLAMBIE","7","105","7.5","2009","442500","house"
"3140","YALLOURN NORTH","8","72","5.6","2009","120000","house"
"3141","YARRA GLEN","5","86","6.4","2009","370000","house"
"3142","YARRA JUNCTION","0","47","4.0","2009","292000","house"
"3143","YARRAGON","6","80","6.1","2009","196500","house"
"3144","YARRAM","-6","28","2.5","2009","180000","house"
"3145","YARRAVILLE","10","135","8.9","2009","541000","house"
"3146","YARRAWONGA","6","24","2.2","2009","270000","house"
"3147","YEA","17","39","3.3","2009","214000","house"
"3148","YINNAR","25","52","4.3","2009","183000","house"
"3149","ABBOTSFORD","28","165","10.2","2010","736000","house"
"3150","ABERFELDIE","8","117","8.0","2010","1046500","house"
"3151","AIREYS INLET","4","61","4.9","2010","606000","house"
"3152","AIRPORT WEST","16","130","8.7","2010","575000","house"
"3153","ALBANVALE","27","108","7.6","2010","320000","house"
"3154","ALBERT PARK","4","129","8.6","2010","1167500","house"
"3155","ALBION","22","150","9.6","2010","440000","house"
"3156","ALEXANDRA","-4","45","3.8","2010","230000","house"
"3157","ALFREDTON","11","24","2.1","2010","317000","house"
"3158","ALLANSFORD","6","15","1.4","2010","250500","house"
"3159","ALPHINGTON","21","128","8.6","2010","1000000","house"
"3160","ALTONA","14","123","8.3","2010","628500","house"
"3161","ALTONA EAST","19","152","9.7","2010","562500","house"
"3162","ALTONA MEADOWS","13","94","6.9","2010","385000","house"
"3163","ALTONA NORTH","12","149","9.6","2010","515000","house"
"3164","ANGLESEA","3","58","4.7","2010","580000","house"
"3165","APOLLO BAY","13","37","3.2","2010","442500","house"
"3166","ARARAT","-3","42","3.6","2010","174000","house"
"3167","ARDEER","36","143","9.3","2010","380000","house"
"3168","ARMADALE","8","156","9.8","2010","1800000","house"
"3169","ARMSTRONG CREEK","7","NA","NA","2010","NA","house"
"3170","ASCOT (BENDIGO)","3","40","3.4","2010","330000","house"
"3171","ASCOT VALE","14","110","7.7","2010","750000","house"
"3172","ASHBURTON","9","160","10.0","2010","985000","house"
"3173","ASHWOOD","7","183","11.0","2010","760000","house"
"3174","ASPENDALE","9","116","8.0","2010","637500","house"
"3175","ASPENDALE GARDENS","8","101","7.2","2010","581000","house"
"3176","ATTWOOD","6","82","6.2","2010","576000","house"
"3177","AVENEL","-1","28","2.5","2010","268500","house"
"3178","AVOCA","-10","27","2.4","2010","144000","house"
"3179","AVONDALE HEIGHTS","18","133","8.8","2010","576000","house"
"3180","AVONSLEIGH","26","86","6.4","2010","321500","house"
"3181","BACCHUS MARSH","6","60","4.8","2010","305000","house"
"3182","BADGER CREEK","10","76","5.8","2010","295000","house"
"3183","BAIRNSDALE","3","28","2.5","2010","230000","house"
"3184","BALACLAVA","16","128","8.6","2010","916000","house"
"3185","BALCOMBE","9","110","7.7","2010","655000","house"
"3186","BALLAN","3","83","6.2","2010","260000","house"
"3187","BALLARAT CENTRAL","10","69","5.4","2010","282500","house"
"3188","BALLARAT EAST","7","69","5.4","2010","225000","house"
"3189","BALLARAT NORTH","8","63","5.0","2010","272000","house"
"3190","BALNARRING","13","138","9.1","2010","480000","house"
"3191","BALNARRING BEACH","0","93","6.8","2010","787500","house"
"3192","BALWYN","-2","155","9.8","2010","1450000","house"
"3193","BALWYN NORTH","-4","156","9.8","2010","1141000","house"
"3194","BANNOCKBURN","-2","29","2.6","2010","342500","house"
"3195","BARANDUDA","8","31","2.7","2010","353000","house"
"3196","BARNAWARTHA","-20","36","3.1","2010","169000","house"
"3197","BARWON HEADS","9","100","7.2","2010","615500","house"
"3198","BAXTER","19","94","6.9","2010","317000","house"
"3199","BAYSWATER","8","140","9.2","2010","453500","house"
"3200","BAYSWATER NORTH","10","121","8.3","2010","450000","house"
"3201","BEACONSFIELD","6","65","5.1","2010","460000","house"
"3202","BEACONSFIELD UPPER","9","95","6.9","2010","472000","house"
"3203","BEAUFORT","16","88","6.5","2010","174500","house"
"3204","BEAUMARIS","9","94","6.8","2010","1109000","house"
"3205","BEECHWORTH","7","31","2.7","2010","310500","house"
"3206","BELGRAVE","13","94","6.8","2010","380000","house"
"3207","BELGRAVE HEIGHTS","6","86","6.4","2010","425000","house"
"3208","BELGRAVE SOUTH","2","59","4.8","2010","490000","house"
"3209","BELL PARK","6","60","4.8","2010","290000","house"
"3210","BELL POST HILL","4","54","4.4","2010","310000","house"
"3211","BELLBRIDGE","16","22","2.0","2010","316500","house"
"3212","BELLFIELD (GREATER MELBOURNE)","11","155","9.8","2010","575000","house"
"3213","BELMONT","9","75","5.8","2010","338000","house"
"3214","BENALLA","3","14","1.3","2010","220000","house"
"3215","BENDIGO","7","74","5.7","2010","295000","house"
"3216","BENTLEIGH","12","158","9.9","2010","910000","house"
"3217","BENTLEIGH EAST","12","148","9.5","2010","760000","house"
"3218","BERWICK","10","92","6.7","2010","450000","house"
"3219","BEVERIDGE","7","0","NA","2010","522500","house"
"3220","BIRCHIP","-55","-27","-3.1","2010","67500","house"
"3221","BIRREGURRA","14","95","6.9","2010","230000","house"
"3222","BITTERN","21","87","6.5","2010","352000","house"
"3223","BLACK HILL","5","51","4.2","2010","263500","house"
"3224","BLACK ROCK","13","88","6.5","2010","1390000","house"
"3225","BLACKBURN","3","172","10.5","2010","850000","house"
"3226","BLACKBURN NORTH","12","169","10.4","2010","659000","house"
"3227","BLACKBURN SOUTH","14","162","10.1","2010","670000","house"
"3228","BLACKWOOD","12","69","5.4","2010","260000","house"
"3229","BLAIRGOWRIE","23","93","6.8","2010","625000","house"
"3230","BLIND BIGHT","10","87","6.5","2010","337500","house"
"3231","BONBEACH","10","83","6.2","2010","585000","house"
"3232","BONNIE DOON","0","81","6.1","2010","210000","house"
"3233","BOOLARRA","-5","36","3.1","2010","178000","house"
"3234","BOORT","51","54","4.4","2010","157000","house"
"3235","BORONIA","7","124","8.4","2010","450000","house"
"3236","BOTANIC RIDGE","6","63","5.0","2010","520000","house"
"3237","BOX HILL","-4","142","9.2","2010","874000","house"
"3238","BOX HILL NORTH","6","171","10.5","2010","726000","house"
"3239","BOX HILL SOUTH","8","182","10.9","2010","821000","house"
"3240","BRAYBROOK","14","178","10.8","2010","460000","house"
"3241","BREAKWATER","4","55","4.5","2010","251500","house"
"3242","BRIAGOLONG","23","88","6.5","2010","205000","house"
"3243","BRIAR HILL","6","96","6.9","2010","580000","house"
"3244","BRIGHT","12","72","5.6","2010","311500","house"
"3245","BRIGHTON","18","115","8.0","2010","1810000","house"
"3246","BRIGHTON EAST","9","124","8.4","2010","1255000","house"
"3247","BROADFORD","7","44","3.7","2010","250000","house"
"3248","BROADMEADOWS","12","101","7.2","2010","390000","house"
"3249","BROOKFIELD","6","38","3.3","2010","333500","house"
"3250","BROOKLYN","14","154","9.8","2010","486500","house"
"3251","BROWN HILL","22","54","4.4","2010","257500","house"
"3252","BRUNSWICK","13","128","8.6","2010","710000","house"
"3253","BRUNSWICK EAST","9","132","8.8","2010","700000","house"
"3254","BRUNSWICK WEST","27","161","10.1","2010","728000","house"
"3255","BULLEEN","3","137","9.0","2010","728000","house"
"3256","BUNDALONG","7","38","3.3","2010","390000","house"
"3257","BUNDOORA","8","103","7.3","2010","500000","house"
"3258","BUNINYONG","3","47","3.9","2010","322500","house"
"3259","BUNYIP","-14","41","3.5","2010","290000","house"
"3260","BURNLEY","22","160","10.0","2010","800000","house"
"3261","BURNSIDE","24","84","6.3","2010","395000","house"
"3262","BURNSIDE HEIGHTS","13","83","6.2","2010","405000","house"
"3263","BURWOOD","0","148","9.5","2010","778000","house"
"3264","BURWOOD EAST","3","160","10.0","2010","678000","house"
"3265","BUXTON","-9","18","1.7","2010","370000","house"
"3266","CAIRNLEA","12","80","6.1","2010","463000","house"
"3267","CALIFORNIA GULLY","-1","43","3.7","2010","209500","house"
"3268","CAMBERWELL","7","141","9.2","2010","1342500","house"
"3269","CAMPBELLFIELD","12","72","5.6","2010","387500","house"
"3270","CAMPBELLS CREEK","10","76","5.8","2010","316000","house"
"3271","CAMPERDOWN","0","31","2.7","2010","185000","house"
"3272","CANADIAN","0","77","5.9","2010","291500","house"
"3273","CANTERBURY","3","115","8.0","2010","1827500","house"
"3274","CAPE PATERSON","2","29","2.6","2010","332500","house"
"3275","CAPE SCHANCK","2","55","4.5","2010","545000","house"
"3276","CAPEL SOUND","14","91","6.7","2010","355000","house"
"3277","CARDIGAN","2","NA","NA","2010","NA","house"
"3278","CARDIGAN VILLAGE","7","117","8.0","2010","328500","house"
"3279","CARISBROOK","-2","26","2.4","2010","205500","house"
"3280","CARLTON","24","197","11.5","2010","900000","house"
"3281","CARLTON NORTH","12","121","8.3","2010","930000","house"
"3282","CARNEGIE","3","131","8.8","2010","880000","house"
"3283","CAROLINE SPRINGS","10","80","6.0","2010","407500","house"
"3284","CARRUM","22","131","8.7","2010","500000","house"
"3285","CARRUM DOWNS","16","79","6.0","2010","330000","house"
"3286","CASTERTON","26","19","1.8","2010","117500","house"
"3287","CASTLEMAINE","7","81","6.1","2010","300000","house"
"3288","CAULFIELD","3","134","8.9","2010","1180000","house"
"3289","CAULFIELD EAST","13","150","9.6","2010","866000","house"
"3290","CAULFIELD NORTH","16","137","9.0","2010","1420000","house"
"3291","CAULFIELD SOUTH","9","132","8.8","2010","1007500","house"
"3292","CHADSTONE","10","151","9.6","2010","670500","house"
"3293","CHARLTON","-11","75","5.7","2010","125000","house"
"3294","CHELSEA","18","142","9.3","2010","585500","house"
"3295","CHELSEA HEIGHTS","9","113","7.8","2010","445000","house"
"3296","CHELTENHAM","14","125","8.5","2010","697000","house"
"3297","CHELTENHAM EAST","13","117","8.1","2010","630000","house"
"3298","CHELTENHAM NORTH","20","140","9.1","2010","651000","house"
"3299","CHEWTON","8","129","8.6","2010","258000","house"
"3300","CHILTERN","14","28","2.5","2010","189000","house"
"3301","CHIRNSIDE PARK","14","97","7.0","2010","449500","house"
"3302","CHURCHILL","6","46","3.8","2010","172000","house"
"3303","CLARINDA","10","127","8.6","2010","530000","house"
"3304","CLAYTON","3","181","10.9","2010","650000","house"
"3305","CLAYTON NORTH","3","169","10.4","2010","745500","house"
"3306","CLAYTON SOUTH","13","142","9.2","2010","551000","house"
"3307","CLIFTON HILL","12","128","8.6","2010","822500","house"
"3308","CLIFTON SPRINGS","6","46","3.9","2010","317500","house"
"3309","CLUNES","4","86","6.4","2010","187500","house"
"3310","CLYDE","11","53","4.4","2010","361500","house"
"3311","CLYDE NORTH","11","-12","-1.3","2010","NA","house"
"3312","COBDEN","-8","-9","-0.9","2010","210000","house"
"3313","COBRAM","12","28","2.5","2010","213500","house"
"3314","COBURG","12","129","8.6","2010","640000","house"
"3315","COBURG EAST","15","127","8.5","2010","541500","house"
"3316","COBURG NORTH","17","152","9.7","2010","533000","house"
"3317","COCKATOO","12","73","5.6","2010","312000","house"
"3318","COHUNA","-11","11","1.1","2010","141000","house"
"3319","COLAC","6","36","3.2","2010","213500","house"
"3320","COLDSTREAM","14","89","6.6","2010","392500","house"
"3321","COLERAINE","-6","-4","-0.4","2010","95000","house"
"3322","COLLINGWOOD","0","110","7.7","2010","751500","house"
"3323","CONNEWARRE","11","257","13.6","2010","850000","house"
"3324","COOLAROO","12","70","5.4","2010","315000","house"
"3325","COONANS HILL","17","135","8.9","2010","690000","house"
"3326","CORINELLA","-14","28","2.5","2010","325000","house"
"3327","CORIO","4","47","3.9","2010","225000","house"
"3328","CORONET BAY","10","48","4.0","2010","245000","house"
"3329","CORRYONG","2","11","1.0","2010","128000","house"
"3330","COWES","-4","26","2.3","2010","395000","house"
"3331","COWES WEST","12","41","3.5","2010","317500","house"
"3332","CRAIGIEBURN","9","71","5.5","2010","365000","house"
"3333","CRANBOURNE","13","86","6.4","2010","327000","house"
"3334","CRANBOURNE EAST","4","72","5.6","2010","353000","house"
"3335","CRANBOURNE NORTH","12","99","7.1","2010","355000","house"
"3336","CRANBOURNE WEST","17","82","6.2","2010","310000","house"
"3337","CREMORNE","-1","128","8.6","2010","835000","house"
"3338","CRESWICK","8","57","4.6","2010","214000","house"
"3339","CRIB POINT","16","80","6.1","2010","347500","house"
"3340","CROYDON","16","137","9.0","2010","465000","house"
"3341","CROYDON HILLS","5","100","7.2","2010","549500","house"
"3342","CROYDON NORTH","13","127","8.5","2010","527500","house"
"3343","CROYDON SOUTH","9","134","8.9","2010","455000","house"
"3344","CURLEWIS","6","NA","NA","2010","220000","house"
"3345","DALLAS","7","80","6.0","2010","320000","house"
"3346","DALYSTON","-1","55","4.4","2010","271000","house"
"3347","DANDENONG","12","113","7.9","2010","430000","house"
"3348","DANDENONG NORTH","15","120","8.2","2010","399500","house"
"3349","DARLEY","-5","57","4.6","2010","330000","house"
"3350","DARNUM","-18","90","6.6","2010","213000","house"
"3351","DAYLESFORD","1","60","4.8","2010","372500","house"
"3352","DEEPDENE","-10","139","9.1","2010","1930000","house"
"3353","DEER PARK","13","105","7.4","2010","355000","house"
"3354","DELACOMBE","10","42","3.6","2010","263000","house"
"3355","DELAHEY","14","90","6.6","2010","365000","house"
"3356","DENNINGTON","0","38","3.3","2010","329000","house"
"3357","DERRIMUT","13","49","4.0","2010","395000","house"
"3358","DIAMOND CREEK","12","88","6.5","2010","515000","house"
"3359","DIGGERS REST","8","68","5.3","2010","266500","house"
"3360","DIMBOOLA","18","54","4.4","2010","85500","house"
"3361","DINGLEY VILLAGE","13","113","7.9","2010","553000","house"
"3362","DINNER PLAIN","11","38","3.3","2010","475000","house"
"3363","DON VALLEY","30","156","9.9","2010","372500","house"
"3364","DONALD","13","23","2.1","2010","135000","house"
"3365","DONCASTER","2","169","10.4","2010","795000","house"
"3366","DONCASTER EAST","10","168","10.4","2010","750000","house"
"3367","DONVALE","1","131","8.7","2010","715000","house"
"3368","DOREEN","8","35","3.0","2010","430000","house"
"3369","DOVETON","16","131","8.7","2010","330000","house"
"3370","DROMANA","5","88","6.5","2010","446500","house"
"3371","DROUIN","8","61","4.9","2010","275500","house"
"3372","DRUMCONDRA","-1","85","6.4","2010","715500","house"
"3373","DRYSDALE","-2","58","4.7","2010","355500","house"
"3374","DUNKELD","8","4","0.4","2010","180000","house"
"3375","DUNOLLY","8","40","3.4","2010","120000","house"
"3376","EAGLE POINT","-20","30","2.7","2010","236000","house"
"3377","EAGLEHAWK","-5","37","3.2","2010","226000","house"
"3378","EAGLEMONT","9","122","8.3","2010","1360000","house"
"3379","EAST BAIRNSDALE","5","15","1.4","2010","195000","house"
"3380","EAST BENDIGO","1","40","3.4","2010","262500","house"
"3381","EAST GEELONG","16","96","7.0","2010","400000","house"
