"","Suburb","%2015-2016","%2006-2016","Growth PA","year","price","type"
"7639","PATTERSON GARDENS","10","80","6.1","2015","739000","house"
"7640","PATTERSON LAKES","2","61","4.9","2015","787500","house"
"7641","PAYNESVILLE","1","22","2.0","2015","302500","house"
"7642","PEARCEDALE","14","109","7.7","2015","470000","house"
"7643","PENSHURST","-20","58","4.7","2015","191000","house"
"7644","PIONEER BAY","-10","37","3.2","2015","240000","house"
"7645","PLENTY","-10","88","6.5","2015","915500","house"
"7646","POINT COOK","16","63","5.0","2015","465000","house"
"7647","POINT LONSDALE","-4","35","3.0","2015","665000","house"
"7648","POOWONG","35","79","6.0","2015","240000","house"
"7649","POREPUNKAH","2","19","1.7","2015","323000","house"
"7650","PORT ALBERT","10","8","0.8","2015","197500","house"
"7651","PORT FAIRY","6","58","4.7","2015","447500","house"
"7652","PORT MELBOURNE","6","105","7.5","2015","1280000","house"
"7653","PORTARLINGTON","13","59","4.8","2015","409000","house"
"7654","PORTLAND","0","15","1.4","2015","220000","house"
"7655","PORTLAND NORTH","-12","181","10.9","2015","330000","house"
"7656","PORTSEA","-5","70","5.5","2015","1800000","house"
"7657","PRAHRAN","13","131","8.7","2015","1350000","house"
"7658","PRESTON","10","137","9.0","2015","795000","house"
"7659","PRINCES HILL","32","161","10.1","2015","1280000","house"
"7660","PYRAMID HILL","0","7","0.7","2015","112500","house"
"7661","QUARRY HILL","-8","43","3.7","2015","377500","house"
"7662","QUEENSCLIFF","14","68","5.4","2015","700000","house"
"7663","RAINBOW","-10","6","0.6","2015","68000","house"
"7664","RAVENHALL","6","18","1.6","2015","360500","house"
"7665","RAYMOND ISLAND","16","16","1.5","2015","285000","house"
"7666","RED CLIFFS","-6","4","0.4","2015","175000","house"
"7667","RED HILL","9","82","6.2","2015","645000","house"
"7668","REDAN","3","39","3.3","2015","247000","house"
"7669","RESEARCH","25","130","8.7","2015","686000","house"
"7670","RESERVOIR","15","132","8.8","2015","615000","house"
"7671","RHYLL","3","45","3.8","2015","403500","house"
"7672","RICHMOND","10","123","8.4","2015","1137500","house"
"7673","RIDDELLS CREEK","2","71","5.5","2015","455500","house"
"7674","RINGWOOD","6","147","9.5","2015","775000","house"
"7675","RINGWOOD EAST","7","150","9.6","2015","750000","house"
"7676","RINGWOOD NORTH","7","113","7.9","2015","783500","house"
"7677","RIPPLESIDE","19","99","7.1","2015","582000","house"
"7678","RIPPONLEA","22","124","8.4","2015","1400000","house"
"7679","ROBINVALE","-8","26","2.3","2015","184500","house"
"7680","ROCHESTER","3","34","3.0","2015","235000","house"
"7681","ROCKBANK","16","93","6.8","2015","300000","house"
"7682","ROMSEY","2","57","4.6","2015","420000","house"
"7683","ROSANNA","7","130","8.7","2015","915000","house"
"7684","ROSEBUD","14","89","6.5","2015","389000","house"
"7685","ROSEBUD SOUTH","7","89","6.5","2015","514500","house"
"7686","ROSEDALE","17","77","5.9","2015","197000","house"
"7687","ROWVILLE","9","115","8.0","2015","710000","house"
"7688","ROXBURGH PARK","8","57","4.6","2015","404000","house"
"7689","RUSHWORTH","19","47","3.9","2015","177000","house"
"7690","RUTHERGLEN","12","28","2.5","2015","228500","house"
"7691","RYE","13","93","6.8","2015","488000","house"
"7692","SAFETY BEACH","10","69","5.4","2015","590500","house"
"7693","SAILORS GULLY","-6","22","2.0","2015","235000","house"
"7694","SALE","-1","41","3.5","2015","299000","house"
"7695","SAN REMO","10","61","4.9","2015","420000","house"
"7696","SANCTUARY LAKES","-1","36","3.1","2015","570000","house"
"7697","SANDHURST","9","125","8.4","2015","617500","house"
"7698","SANDRINGHAM","18","117","8.1","2015","1490000","house"
"7699","SANDY POINT","-4","12","1.1","2015","370000","house"
"7700","SASSAFRAS","17","108","7.6","2015","562000","house"
"7701","SCORESBY","6","135","8.9","2015","661000","house"
"7702","SEA LAKE","-21","-11","-1.2","2015","95000","house"
"7703","SEABROOK","12","91","6.7","2015","456000","house"
"7704","SEAFORD","22","114","7.9","2015","475000","house"
"7705","SEAHOLME","8","109","7.7","2015","802500","house"
"7706","SEASPRAY","-27","35","3.0","2015","240000","house"
"7707","SEBASTOPOL","2","38","3.3","2015","244500","house"
"7708","SEDDON","12","148","9.5","2015","835000","house"
"7709","SELBY","12","76","5.8","2015","469500","house"
"7710","SEVILLE","13","99","7.1","2015","450000","house"
"7711","SEVILLE EAST","15","82","6.2","2015","395000","house"
"7712","SEYMOUR","7","30","2.6","2015","225000","house"
"7713","SHEPPARTON","5","12","1.2","2015","250000","house"
"7714","SHEPPARTON NORTH","1","0","NA","2015","348000","house"
"7715","SHOREHAM","-7","65","5.1","2015","903000","house"
"7716","SILVERLEAVES","-8","13","1.2","2015","484000","house"
"7717","SKENES CREEK","9","16","1.5","2015","491500","house"
"7718","SKIPTON","23","45","3.8","2015","137000","house"
"7719","SKYE","12","71","5.5","2015","430000","house"
"7720","SMITHS BEACH","7","73","5.6","2015","455000","house"
"7721","SOLDIERS HILL","21","68","5.4","2015","310000","house"
"7722","SOMERS","8","98","7.0","2015","696500","house"
"7723","SOMERVILLE","11","82","6.2","2015","425000","house"
"7724","SORRENTO","33","100","7.2","2015","859000","house"
"7725","SOUTH DUDLEY","26","78","6.0","2015","221500","house"
"7726","SOUTH GEELONG","9","60","4.8","2015","435000","house"
"7727","SOUTH KINGSVILLE","20","128","8.6","2015","751000","house"
"7728","SOUTH MELBOURNE","23","158","9.9","2015","1285000","house"
"7729","SOUTH MORANG","11","53","4.3","2015","450000","house"
"7730","SOUTH YARRA","8","108","7.6","2015","1690000","house"
"7731","SPOTSWOOD","14","133","8.8","2015","795000","house"
"7732","SPRING GULLY","0","42","3.6","2015","350000","house"
"7733","SPRINGVALE","10","156","9.8","2015","630000","house"
"7734","SPRINGVALE SOUTH","12","133","8.8","2015","562000","house"
"7735","ST ALBANS","19","135","8.9","2015","428000","house"
"7736","ST ALBANS PARK","1","41","3.5","2015","329000","house"
"7737","ST ANDREWS BEACH","22","94","6.9","2015","560000","house"
"7738","ST ARNAUD","1","33","2.9","2015","141000","house"
"7739","ST HELENA","13","80","6.0","2015","711000","house"
"7740","ST KILDA","12","106","7.5","2015","1164000","house"
"7741","ST KILDA EAST","18","153","9.7","2015","1385000","house"
"7742","ST KILDA WEST","-13","69","5.4","2015","2013000","house"
"7743","ST LEONARDS","11","54","4.4","2015","375000","house"
"7744","STAWELL","-1","20","1.9","2015","177000","house"
"7745","STRATFORD","4","57","4.6","2015","260500","house"
"7746","STRATHDALE","8","76","5.8","2015","410500","house"
"7747","STRATHFIELDSAYE","4","49","4.0","2015","408000","house"
"7748","STRATHMERTON","-4","21","1.9","2015","190000","house"
"7749","STRATHMORE","14","123","8.3","2015","992500","house"
"7750","STRATHMORE HEIGHTS","15","132","8.8","2015","700000","house"
"7751","STUDFIELD","6","160","10.0","2015","785000","house"
"7752","SUNBURY","8","64","5.1","2015","370000","house"
"7753","SUNDERLAND BAY","25","42","3.6","2015","287000","house"
"7754","SUNNYCLIFFS","-4","-12","-1.2","2015","234500","house"
"7755","SUNSET STRIP","13","53","4.4","2015","301500","house"
"7756","SUNSHINE","28","185","11.1","2015","535000","house"
"7757","SUNSHINE NORTH","12","139","9.1","2015","497500","house"
"7758","SUNSHINE WEST","15","114","7.9","2015","450000","house"
"7759","SURF BEACH","17","64","5.1","2015","355000","house"
"7760","SURREY HILLS","2","150","9.6","2015","1750500","house"
"7761","SWAN HILL","6","25","2.3","2015","248500","house"
"7762","SYDENHAM","15","84","6.3","2015","440000","house"
"7763","SYNDAL","-6","192","11.3","2015","1505000","house"
"7764","TALLANGATTA","-5","35","3.0","2015","233000","house"
"7765","TARNEIT","12","60","4.8","2015","400000","house"
"7766","TATURA","0","15","1.4","2015","233000","house"
"7767","TAWONGA SOUTH","16","40","3.4","2015","257500","house"
"7768","TAYLORS HILL","13","97","7.0","2015","530000","house"
"7769","TAYLORS LAKES","12","92","6.7","2015","566500","house"
"7770","TECOMA","18","113","7.9","2015","510000","house"
"7771","TEMPLESTOWE","8","129","8.6","2015","1180000","house"
"7772","TEMPLESTOWE LOWER","4","150","9.6","2015","1059000","house"
"7773","TENBY POINT","2","57","4.6","2015","270000","house"
"7774","TERANG","-27","-17","-1.8","2015","206500","house"
"7775","THE BASIN","7","108","7.6","2015","550000","house"
"7776","THE PATCH","10","78","5.9","2015","505000","house"
"7777","THOMASTOWN","12","88","6.5","2015","436000","house"
"7778","THOMSON (GEELONG)","6","67","5.2","2015","290000","house"
"7779","THORNBURY","17","146","9.4","2015","920000","house"
"7780","TIMBOON","-10","-17","-1.8","2015","240000","house"
"7781","TONGALA","30","34","3.0","2015","157500","house"
"7782","TOORA","-17","10","0.9","2015","235000","house"
"7783","TOORADIN","-13","55","4.5","2015","471000","house"
"7784","TOORAK","19","119","8.1","2015","3960000","house"
"7785","TOOTGAROOK","14","86","6.4","2015","405000","house"
"7786","TORQUAY","8","72","5.6","2015","620000","house"
"7787","TRAFALGAR","1","73","5.6","2015","310000","house"
"7788","TRARALGON","-1","39","3.4","2015","273000","house"
"7789","TRARALGON EAST","3","45","3.8","2015","432500","house"
"7790","TRAVANCORE","31","98","7.1","2015","1000000","house"
"7791","TRENTHAM","6","88","6.5","2015","426500","house"
"7792","TRUGANINA","9","56","4.6","2015","395000","house"
"7793","TULLAMARINE","12","100","7.2","2015","472500","house"
"7794","TYABB","9","79","6.0","2015","395000","house"
"7795","TYLDEN","6","91","6.7","2015","350000","house"
"7796","UPPER FERNTREE GULLY","10","92","6.8","2015","515000","house"
"7797","UPWEY","13","91","6.7","2015","515000","house"
"7798","VENTNOR","1","56","4.6","2015","423500","house"
"7799","VENUS BAY","10","36","3.1","2015","235000","house"
"7800","VERMONT","5","150","9.6","2015","855000","house"
"7801","VERMONT SOUTH","8","147","9.5","2015","1000000","house"
"7802","VIEWBANK","12","124","8.4","2015","824500","house"
"7803","VIOLET TOWN","21","61","4.9","2015","200000","house"
"7804","WAHGUNYAH","9","45","3.8","2015","267000","house"
"7805","WALLAN","2","41","3.5","2015","361000","house"
"7806","WALLAN EAST","13","56","4.5","2015","310000","house"
"7807","WANDANA HEIGHTS","0","46","3.9","2015","590000","house"
"7808","WANDILIGONG","-9","91","6.7","2015","380000","house"
"7809","WANDIN NORTH","3","94","6.8","2015","480000","house"
"7810","WANGARATTA","-1","26","2.3","2015","272000","house"
"7811","WANTIRNA","6","137","9.0","2015","758000","house"
"7812","WANTIRNA SOUTH","-1","133","8.8","2015","880000","house"
"7813","WARBURTON","13","59","4.8","2015","325000","house"
"7814","WARNEET","-1","58","4.7","2015","395000","house"
"7815","WARRACKNABEAL","11","44","3.7","2015","110000","house"
"7816","WARRAGUL","4","58","4.7","2015","342000","house"
"7817","WARRANDYTE","7","99","7.1","2015","829000","house"
"7818","WARRANWOOD","9","89","6.6","2015","790000","house"
"7819","WARRNAMBOOL","-3","19","1.7","2015","330000","house"
"7820","WATERWAYS","16","166","10.3","2015","902000","house"
"7821","WATSONIA","14","129","8.6","2015","610000","house"
"7822","WATSONIA NORTH","10","109","7.6","2015","635000","house"
"7823","WATTLE GLEN","2","64","5.1","2015","569000","house"
"7824","WAURN PONDS","4","52","4.3","2015","480000","house"
"7825","WEDDERBURN","26","32","2.8","2015","110000","house"
"7826","WEIR VIEWS","-3","NA","NA","2015","385000","house"
"7827","WENDOUREE","1","35","3.0","2015","250000","house"
"7828","WENDOUREE WEST","-12","34","2.9","2015","207500","house"
"7829","WERRIBEE","13","76","5.8","2015","340000","house"
"7830","WERRIBEE SOUTH","-20","67","5.3","2015","680000","house"
"7831","WESBURN","14","112","7.8","2015","395000","house"
"7832","WEST FOOTSCRAY","10","145","9.4","2015","714000","house"
"7833","WEST MELBOURNE","19","112","7.8","2015","993000","house"
"7834","WEST WODONGA","1","14","1.4","2015","306000","house"
"7835","WESTALL","6","123","8.4","2015","630000","house"
"7836","WESTGARTH","8","183","11.0","2015","1300000","house"
"7837","WESTMEADOWS","8","88","6.5","2015","465000","house"
"7838","WHEELERS HILL","5","147","9.5","2015","999000","house"
"7839","WHITE HILLS","3","50","4.1","2015","295500","house"
"7840","WHITTINGTON","-4","51","4.2","2015","280000","house"
"7841","WHITTLESEA","12","58","4.7","2015","400000","house"
"7842","WILLIAMS LANDING","16","71","5.5","2015","510000","house"
"7843","WILLIAMSTOWN","12","107","7.5","2015","1120000","house"
"7844","WILLIAMSTOWN NORTH","32","153","9.7","2015","850000","house"
"7845","WIMBLEDON HEIGHTS","3","42","3.6","2015","291500","house"
"7846","WINCHELSEA","2","27","2.4","2015","262000","house"
"7847","WINDSOR","33","148","9.5","2015","1094000","house"
"7848","WINTER VALLEY","-1","23","2.1","2015","365000","house"
"7849","WODONGA","7","29","2.5","2015","295000","house"
"7850","WOLLERT","8","NA","NA","2015","430000","house"
"7851","WONGA PARK","9","85","6.3","2015","735000","house"
"7852","WONTHAGGI","2","34","3.0","2015","260000","house"
"7853","WOODEND","-3","49","4.1","2015","477500","house"
"7854","WOOLAMAI WATERS","10","56","4.6","2015","340000","house"
"7855","WOORI YALLOCK","8","86","6.4","2015","359500","house"
"7856","WURRUK","13","56","4.5","2015","230000","house"
"7857","WY YUNG","17","35","3.0","2015","290000","house"
"7858","WYCHEPROOF","-21","-18","-1.9","2015","104000","house"
"7859","WYNDHAM VALE","12","73","5.7","2015","325000","house"
"7860","YACKANDANDAH","31","45","3.8","2015","300000","house"
"7861","YALLAMBIE","7","105","7.5","2015","665000","house"
"7862","YALLOURN NORTH","8","72","5.6","2015","153000","house"
"7863","YARRA GLEN","5","86","6.4","2015","515000","house"
"7864","YARRA JUNCTION","0","47","4.0","2015","420000","house"
"7865","YARRAGON","6","80","6.1","2015","284000","house"
"7866","YARRAM","-6","28","2.5","2015","245000","house"
"7867","YARRAVILLE","10","135","8.9","2015","815000","house"
"7868","YARRAWONGA","6","24","2.2","2015","301000","house"
"7869","YEA","17","39","3.3","2015","260000","house"
"7870","YINNAR","25","52","4.3","2015","182500","house"
"7871","ABBOTSFORD","28","165","10.2","2016","1180000","house"
"7872","ABERFELDIE","8","117","8.0","2016","1300000","house"
"7873","AIREYS INLET","4","61","4.9","2016","707500","house"
"7874","AIRPORT WEST","16","130","8.7","2016","736500","house"
"7875","ALBANVALE","27","108","7.6","2016","437000","house"
"7876","ALBERT PARK","4","129","8.6","2016","1775000","house"
"7877","ALBION","22","150","9.6","2016","586500","house"
"7878","ALEXANDRA","-4","45","3.8","2016","275000","house"
"7879","ALFREDTON","11","24","2.1","2016","380000","house"
"7880","ALLANSFORD","6","15","1.4","2016","275000","house"
"7881","ALPHINGTON","21","128","8.6","2016","1565000","house"
"7882","ALTONA","14","123","8.3","2016","825000","house"
"7883","ALTONA EAST","19","152","9.7","2016","782500","house"
"7884","ALTONA MEADOWS","13","94","6.9","2016","495000","house"
"7885","ALTONA NORTH","12","149","9.6","2016","723500","house"
"7886","ANGLESEA","3","58","4.7","2016","655000","house"
"7887","APOLLO BAY","13","37","3.2","2016","492000","house"
"7888","ARARAT","-3","42","3.6","2016","204500","house"
"7889","ARDEER","36","143","9.3","2016","520000","house"
"7890","ARMADALE","8","156","9.8","2016","2330000","house"
"7891","ARMSTRONG CREEK","7","NA","NA","2016","470000","house"
"7892","ASCOT (BENDIGO)","3","40","3.4","2016","367500","house"
"7893","ASCOT VALE","14","110","7.7","2016","1010000","house"
"7894","ASHBURTON","9","160","10.0","2016","1562500","house"
"7895","ASHWOOD","7","183","11.0","2016","1230000","house"
"7896","ASPENDALE","9","116","8.0","2016","865000","house"
"7897","ASPENDALE GARDENS","8","101","7.2","2016","775000","house"
"7898","ATTWOOD","6","82","6.2","2016","655000","house"
"7899","AVENEL","-1","28","2.5","2016","243500","house"
"7900","AVOCA","-10","27","2.4","2016","165000","house"
"7901","AVONDALE HEIGHTS","18","133","8.8","2016","768000","house"
"7902","AVONSLEIGH","26","86","6.4","2016","501000","house"
"7903","BACCHUS MARSH","6","60","4.8","2016","376000","house"
"7904","BADGER CREEK","10","76","5.8","2016","379000","house"
"7905","BAIRNSDALE","3","28","2.5","2016","255000","house"
"7906","BALACLAVA","16","128","8.6","2016","1229000","house"
"7907","BALCOMBE","9","110","7.7","2016","950000","house"
"7908","BALLAN","3","83","6.2","2016","370000","house"
"7909","BALLARAT CENTRAL","10","69","5.4","2016","385000","house"
"7910","BALLARAT EAST","7","69","5.4","2016","295000","house"
